season,week,celebrity_name,vote_share_mean,vote_share_std,certainty,eliminated_this_week
1,1,John O'Hurley,0.16828043357801256,0.14320057923784793,0.23844428047017485,False
1,1,Kelly Monaco,0.1648362736385555,0.14283967990867535,0.24276036055473382,False
1,1,Evander Holyfield,0.16767941906368042,0.1370835568656867,0.2594068480306585,False
1,1,Rachel Hunter,0.15939284795513897,0.13098761584054158,0.2477650733947615,False
1,1,Joey McIntyre,0.17056881530977658,0.14570807855464102,0.17525135601155817,False
1,1,Trista Sutter,0.16924221045483556,0.14448169686272386,0.27239863943660836,False
1,2,John O'Hurley,0.16834492576440457,0.14852305330818186,0.24924985486623574,False
1,2,Kelly Monaco,0.1954832883748087,0.13584269648561567,0.23969016198750215,False
1,2,Evander Holyfield,0.24597097506741747,0.13418051904522207,0.2260843677957861,False
1,2,Rachel Hunter,0.16942180495397527,0.14183108814791695,0.1674074696669018,False
1,2,Joey McIntyre,0.1763955733788511,0.14201475008919312,0.28002372234203177,False
1,2,Trista Sutter,0.044383432460543104,0.037517890045774015,0.7611788023798691,True
1,3,John O'Hurley,0.20624039226534993,0.16542490140907276,0.18921394380860235,False
1,3,Kelly Monaco,0.2537472263154041,0.1701673561836923,0.10504882495534962,False
1,3,Evander Holyfield,0.1142310669929107,0.09125565743149272,0.3577411243696311,True
1,3,Rachel Hunter,0.20724806694833264,0.1671544065398808,0.03845086513232154,False
1,3,Joey McIntyre,0.2185332474780031,0.16996012970201424,0.12372099588607999,False
1,4,John O'Hurley,0.2720050119356471,0.16192708409053888,0.08546557529867171,False
1,4,Kelly Monaco,0.22314094018927247,0.17379429664565627,0.089638809324882,False
1,4,Rachel Hunter,0.07997514227746451,0.06190074241911433,0.7032065982959343,True
1,4,Joey McIntyre,0.424878905597616,0.1698171943627429,0.11258080798000503,False
1,5,John O'Hurley,0.3359261333859058,0.23189631286146992,0.028766790086460547,False
1,5,Kelly Monaco,0.3410263393032026,0.23882050982956005,0.019411905744651903,False
1,5,Joey McIntyre,0.3230475273108911,0.23277082000226518,0.03623254343500071,False
1,6,John O'Hurley,0.5055615940716526,0.28361306907180883,0.0013790265410646985,False
1,6,Kelly Monaco,0.4944384059283475,0.28361306907180883,0.0013790265410648095,False
2,1,Tatum O'Neal,0.10505417793456959,0.09477234544752582,0.44836417619919344,False
2,1,Tia Carrere,0.10549929475391483,0.09071614313848017,0.4852257495435438,False
2,1,George Hamilton,0.11132345565264784,0.08562548815925529,0.43600145966165915,False
2,1,Lisa Rinna,0.11345040407421965,0.09453433797453625,0.4602098050289487,False
2,1,Stacy Keibler,0.10257833841566179,0.09423535906982411,0.2687829708531819,False
2,1,Jerry Rice,0.10243131364658536,0.08940408357223027,0.5082674050568312,False
2,1,Giselle Fernandez,0.09870170516249285,0.0870292553412132,0.4208899390367741,False
2,1,Master P,0.13120559516883745,0.09096090077916971,0.3158126516370571,False
2,1,Drew Lachey,0.10144837341901539,0.09125107907352964,0.41893790304970224,False
2,1,Kenny Mayne,0.0283073417720553,0.024380581187763213,0.8492680350976209,True
2,2,Tatum O'Neal,0.03352016533072917,0.026984294844474784,0.8473389544357381,True
2,2,Tia Carrere,0.11451375608330447,0.09956644837020202,0.4060174753911987,False
2,2,George Hamilton,0.11880959315839874,0.10290647796823905,0.31024147600295104,False
2,2,Lisa Rinna,0.13562368688095106,0.10480241217083833,0.2730196541108786,False
2,2,Stacy Keibler,0.11632177738085511,0.10329164437227126,0.37147931115684363,False
2,2,Jerry Rice,0.11676780502339448,0.10475285853189457,0.33250411958819837,False
2,2,Giselle Fernandez,0.1074627019862426,0.09866372975006549,0.3497758334006946,False
2,2,Master P,0.1441841776955861,0.10220877258775027,0.35293051786315177,False
2,2,Drew Lachey,0.11279633646053848,0.09550667393153045,0.42741343848397384,False
2,3,Tia Carrere,0.1217053829771752,0.10555449959853945,0.3200201422589046,False
2,3,George Hamilton,0.13345463925761095,0.1095648761309857,0.183009017574012,False
2,3,Lisa Rinna,0.12825313486471307,0.1092106462427754,0.29678049924467087,False
2,3,Stacy Keibler,0.12899984323634417,0.11443449926590941,0.3476136914289203,False
2,3,Jerry Rice,0.1510625053590787,0.10989302637206365,0.308047481967906,False
2,3,Giselle Fernandez,0.03131359334524082,0.02599464946558076,0.8678508908170571,True
2,3,Master P,0.18416173651417955,0.1086145049517693,0.34545482698903773,False
2,3,Drew Lachey,0.12104916444565782,0.10231634655175945,0.33184750311935207,False
2,4,Tia Carrere,0.15173406221829935,0.12814791279607532,0.23571913176464554,False
2,4,George Hamilton,0.18079619660882496,0.1323793992239816,0.2875691478736072,False
2,4,Lisa Rinna,0.15627723637780627,0.13714406617719788,0.27178323183766573,False
2,4,Stacy Keibler,0.1436217457336288,0.12502429976373772,0.30547282819006105,False
2,4,Jerry Rice,0.15855369664359298,0.128539993537352,0.3178191821411913,False
2,4,Master P,0.06143003883274884,0.05074195281488153,0.6205369817172333,True
2,4,Drew Lachey,0.14758702358509848,0.13086335359313678,0.2530471360707556,False
2,5,Tia Carrere,0.08480830836991006,0.06559789145136294,0.6026340197992263,True
2,5,George Hamilton,0.18956677801886404,0.14525303737390488,0.18157884143786462,False
2,5,Lisa Rinna,0.17864248278305506,0.1427764858772706,0.22133116353310178,False
2,5,Stacy Keibler,0.1700895495832314,0.14005297596974262,0.23231989524330188,False
2,5,Jerry Rice,0.2104013432559456,0.14567972665234788,0.1765404523291133,False
2,5,Drew Lachey,0.16649153798899433,0.1420736877869761,0.2866475214072989,False
2,6,George Hamilton,0.07875815499272715,0.0630343100098571,0.657255952111958,True
2,6,Lisa Rinna,0.23452469965274786,0.17147617544060414,0.1704354441116771,False
2,6,Stacy Keibler,0.20582756685804726,0.16286679914906713,0.1988377743240538,False
2,6,Jerry Rice,0.2719279949264624,0.15449374230259696,0.1919403764648666,False
2,6,Drew Lachey,0.20896158357001474,0.1698148358933924,0.18939934906217637,False
2,7,Lisa Rinna,0.12058179902546337,0.09250469023098604,0.5478284827180525,True
2,7,Stacy Keibler,0.2515880490773932,0.19007326963149795,0.12169645591158595,False
2,7,Jerry Rice,0.3558534224607519,0.17600643567465804,0.0931635537782265,False
2,7,Drew Lachey,0.27197672943639145,0.19220744520034777,0.07523760380086919,False
2,8,Stacy Keibler,0.3341105952585846,0.2375358738703894,0.023646387765323795,False
2,8,Jerry Rice,0.3329459631588169,0.23208765259065092,0.04149193590217215,False
2,8,Drew Lachey,0.33294344158259853,0.2361204155388855,0.016356246076135394,False
3,1,Harry Hamlin,0.09935719637686433,0.08422102097862091,0.504727554398114,False
3,1,Vivica A. Fox,0.09481046015722096,0.09026821733096994,0.4636428053899998,False
3,1,Monique Coleman,0.09801440113571461,0.08788551902351453,0.3128819362082922,False
3,1,Joey Lawrence,0.09288025124630898,0.08295576290206927,0.4476473648854873,False
3,1,Mario Lopez,0.09668659996239325,0.08305927966502752,0.529027554878488,False
3,1,Emmitt Smith,0.09057929369740755,0.08284445982560672,0.4945409071924277,False
3,1,Shanna Moakler,0.10143960682687587,0.0904134526516088,0.4204012349226042,False
3,1,Willa Ford,0.09115103457826516,0.0809557586687024,0.5017571438205515,False
3,1,Sara Evans,0.10831456495621004,0.08721009752449882,0.521874673750276,False
3,1,Jerry Springer,0.1063300995497039,0.08965116174604325,0.4445766119902752,False
3,1,Tucker Carlson,0.020436491513035667,0.014336846096891079,0.9313430346456797,True
3,2,Harry Hamlin,0.11551016395522387,0.08657198906903094,0.46970555376166034,False
3,2,Vivica A. Fox,0.10500775237396992,0.08701953628821986,0.43860861567048093,False
3,2,Monique Coleman,0.09614584367631215,0.08279987709755954,0.48190851387773326,False
3,2,Joey Lawrence,0.10264671875376279,0.091474776359207,0.3746486878451628,False
3,2,Mario Lopez,0.1158933722279654,0.09375551994494946,0.49554697711695084,False
3,2,Emmitt Smith,0.10397684364867503,0.08990405370222918,0.46446727151110556,False
3,2,Shanna Moakler,0.011941168705771835,0.010192607003963926,0.9355469614921705,True
3,2,Willa Ford,0.10386304242989079,0.08736720724081336,0.49431263872824993,False
3,2,Sara Evans,0.11604388444213923,0.09360928071833814,0.46878994479015246,False
3,2,Jerry Springer,0.1289712097862892,0.08878194334000998,0.538695372799077,False
3,3,Harry Hamlin,0.01478894129113199,0.01175235214055375,0.9337548844250129,True
3,3,Vivica A. Fox,0.11263049865914426,0.09924284362163259,0.3410767947593767,False
3,3,Monique Coleman,0.11072679215040586,0.09568563358465751,0.416938042628079,False
3,3,Joey Lawrence,0.12474625323437356,0.09546086729218053,0.4018545048226466,False
3,3,Mario Lopez,0.12304539741681271,0.09546974193515234,0.367754233621973,False
3,3,Emmitt Smith,0.1369125313733682,0.09421092031509985,0.3735829385692906,False
3,3,Willa Ford,0.12778103439539423,0.10427688740191204,0.3897716512326137,False
3,3,Sara Evans,0.11904627815418573,0.09503509568269514,0.4245466111732412,False
3,3,Jerry Springer,0.13032227332518304,0.09292832178951105,0.5533841499663128,False
3,4,Vivica A. Fox,0.01798172799581131,0.014569165854282426,0.9064810426072656,True
3,4,Monique Coleman,0.14466468574398975,0.10421990080930099,0.3804412346863095,False
3,4,Joey Lawrence,0.12899894793835753,0.11270086859430377,0.335248468162645,False
3,4,Mario Lopez,0.13324751774106053,0.10875204355002874,0.392137749395407,False
3,4,Emmitt Smith,0.13709264718534406,0.10591232494117729,0.35653975993007603,False
3,4,Willa Ford,0.12508911926063668,0.11047885015104317,0.32129267342044665,False
3,4,Sara Evans,0.16152741729202852,0.10640679740110183,0.45429515745236115,False
3,4,Jerry Springer,0.15139793684277145,0.10655489069018559,0.37238145892051644,False
3,5,Monique Coleman,0.15515034977274456,0.1166891647777608,0.31564548581794194,False
3,5,Joey Lawrence,0.15527615060146124,0.10514894535579222,0.30064745871239273,False
3,5,Mario Lopez,0.15923150292371574,0.11939221159232337,0.32534948110750384,False
3,5,Emmitt Smith,0.16152434673362911,0.11325804896443442,0.2764841513950056,False
3,5,Willa Ford,0.01936335864282113,0.01649716700176834,0.9074870748906058,True
3,5,Sara Evans,0.17461604752000912,0.11846877785103857,0.2861426137759385,False
3,5,Jerry Springer,0.17483824380561908,0.11478154441509479,0.246713393331065,False
3,6,Monique Coleman,0.19816895715705085,0.16478419513111664,0.18601503279029286,False
3,6,Joey Lawrence,0.19390458530469218,0.1609506716857604,0.17758257729192017,False
3,6,Mario Lopez,0.19092119439505312,0.15968340743879356,0.17320501016068435,False
3,6,Emmitt Smith,0.21085459565103679,0.1702167899678541,0.16660743337546058,False
3,6,Jerry Springer,0.20615066749216757,0.15771510880508696,0.28979166167581594,False
3,7,Monique Coleman,0.24746985282235992,0.17766962441862433,0.07073637864213245,False
3,7,Joey Lawrence,0.23725366818090093,0.1686930526594867,0.11694318557680727,False
3,7,Mario Lopez,0.22829819021007172,0.16979429944671073,0.1446422930149558,False
3,7,Emmitt Smith,0.23825774728912363,0.18006809851114486,0.029967240274275664,False
3,7,Jerry Springer,0.04872054149754443,0.037676869433004,0.7955406341274309,True
3,8,Monique Coleman,0.0645972803566179,0.04912199434819722,0.7581811229244805,True
3,8,Joey Lawrence,0.316181981083308,0.18914894287380027,0.048179660443084305,False
3,8,Mario Lopez,0.30710194109568467,0.19210534497530696,0.046884100007089535,False
3,8,Emmitt Smith,0.3121187974643893,0.188134529304365,0.11125467058042093,False
3,9,Joey Lawrence,0.3278862109297465,0.23464528346166913,0.018009107411784187,False
3,9,Mario Lopez,0.3402055609974463,0.2422177679045472,0.02505022248034494,False
3,9,Emmitt Smith,0.3319082280728076,0.23915213568892127,0.015473468452527284,False
3,10,Mario Lopez,0.49513936095564975,0.2854700507139814,0.0009587247647401265,False
3,10,Emmitt Smith,0.5048606390443503,0.28547005071398135,0.0009587247647400154,False
4,1,John Ratzenberger,0.09016498720492531,0.08598210545126224,0.45195206604626825,False
4,1,Ian Ziering,0.08816906415093531,0.08044522792858598,0.5265082144997104,False
4,1,Clyde Drexler,0.08785851832517905,0.08127329171459648,0.5025188671199469,False
4,1,Laila Ali,0.09007053822818126,0.07816183055329412,0.4813961363212512,False
4,1,Apolo Anton Ohno,0.08988576421243645,0.08439626435084413,0.4359476892738716,False
4,1,Shandi Finnessey,0.09547069745250383,0.08349341620556776,0.4832794808535653,False
4,1,Paulina Porizkova,0.09356558452169943,0.08355294441797616,0.5818533277275901,False
4,1,Heather Mills,0.08966231679667809,0.08531770961404983,0.45664203588108243,False
4,1,Billy Ray Cyrus,0.0931934987920799,0.08334463436890936,0.5244525997906853,False
4,1,Joey Fatone,0.09486960076323535,0.08443125706241839,0.3723691605341619,False
4,1,Leeza Gibbons,0.0870894295521456,0.08249079156099787,0.409978700166187,False
4,2,John Ratzenberger,0.10238079981257917,0.082303456770514,0.49432428347473,False
4,2,Ian Ziering,0.09781615418737706,0.08614620074963972,0.4153411397530916,False
4,2,Clyde Drexler,0.10871411917430535,0.07878405069172723,0.47996435081725974,False
4,2,Laila Ali,0.09521591894162158,0.08701403965550437,0.4735380716901607,False
4,2,Apolo Anton Ohno,0.0875497511229445,0.07699436862494227,0.45173072440580286,False
4,2,Shandi Finnessey,0.10839575789829115,0.0829158817536332,0.4714570855961804,False
4,2,Paulina Porizkova,0.01037549413697773,0.008506634625076044,0.9529154796197854,True
4,2,Heather Mills,0.09358449055458054,0.07744568751967568,0.5294991044608484,False
4,2,Billy Ray Cyrus,0.09817575906824781,0.07991285917306623,0.4371289083569816,False
4,2,Joey Fatone,0.09367513155029711,0.08432073152503938,0.5632879690108206,False
4,2,Leeza Gibbons,0.10411662355277815,0.08828342493552911,0.34952619120680173,False
4,3,John Ratzenberger,0.11714293300143284,0.08845806915616448,0.39743315137332613,False
4,3,Ian Ziering,0.10371372083867555,0.09325643978775931,0.43107987612157117,False
4,3,Clyde Drexler,0.13460164858964227,0.08984351513541255,0.44427743766104566,False
4,3,Laila Ali,0.10886049495318038,0.08651921050529107,0.3878141609384361,False
4,3,Apolo Anton Ohno,0.10274150066148949,0.08872703402712472,0.5088965724400314,False
4,3,Shandi Finnessey,0.011856707934957652,0.009735047730704915,0.9426991354145295,True
4,3,Heather Mills,0.09893045663328075,0.08565513457976147,0.4954908533392788,False
4,3,Billy Ray Cyrus,0.11534584753568433,0.09376640072863125,0.4845889347985063,False
4,3,Joey Fatone,0.10287870603499667,0.08877005870894356,0.4273864662704824,False
4,3,Leeza Gibbons,0.10392798381666007,0.09111897243770348,0.4953308157557711,False
4,4,John Ratzenberger,0.1364045435374068,0.09985315613079042,0.34745722748469055,False
4,4,Ian Ziering,0.1077765463040846,0.09457957948659684,0.4113972458872348,False
4,4,Clyde Drexler,0.14347032910068588,0.10197735338443804,0.27298136050081157,False
4,4,Laila Ali,0.12141948715762073,0.09849232663501217,0.4756147500931541,False
4,4,Apolo Anton Ohno,0.12028440393098118,0.10501730918425793,0.41236378042278776,False
4,4,Heather Mills,0.11557987497048722,0.09912732127594759,0.36946396146966387,False
4,4,Billy Ray Cyrus,0.11744186797819624,0.10016078061670444,0.44354639407197305,False
4,4,Joey Fatone,0.11594263412631053,0.1028471696333211,0.3413334657632765,False
4,4,Leeza Gibbons,0.02168031289422681,0.01590615228258866,0.8964226348639904,True
4,5,John Ratzenberger,0.14186315312614498,0.11299299295577811,0.3168991233046098,False
4,5,Ian Ziering,0.13220107484767768,0.10840241244886857,0.3028261777634249,False
4,5,Clyde Drexler,0.03348571179715531,0.024391103574371176,0.8578760650167209,True
4,5,Laila Ali,0.13805772651582374,0.12178711314992811,0.2710519383578427,False
4,5,Apolo Anton Ohno,0.1311067900603555,0.11305565946810074,0.35950085776535323,False
4,5,Heather Mills,0.14224986055642472,0.11483079628125747,0.2739367250812723,False
4,5,Billy Ray Cyrus,0.14074319648211275,0.11420100851066223,0.38623106181322,False
4,5,Joey Fatone,0.14029248661430524,0.12258332553477641,0.29220006852951785,False
4,6,John Ratzenberger,0.1915951842030114,0.12336159192129019,0.22199103507676932,False
4,6,Ian Ziering,0.15796126194245547,0.12448177380043897,0.27059229798520235,False
4,6,Laila Ali,0.14969123365073786,0.12603492369494698,0.18426945962539165,False
4,6,Apolo Anton Ohno,0.1453445238688104,0.12303313936501636,0.32575339548088067,False
4,6,Heather Mills,0.024643566513944393,0.019703420232689756,0.8928024736690776,True
4,6,Billy Ray Cyrus,0.17801935468902638,0.12557014324112578,0.3167453366186659,False
4,6,Joey Fatone,0.15274487513201385,0.11976143885921715,0.2595444751857652,False
4,7,John Ratzenberger,0.03651600806076259,0.027442491632805963,0.8640553143485299,True
4,7,Ian Ziering,0.1894975561343698,0.14707687811962158,0.17009048014874306,False
4,7,Laila Ali,0.1742029344094261,0.136573847808782,0.2802973599010875,False
4,7,Apolo Anton Ohno,0.1880313251659255,0.14463899529733976,0.20406168903014554,False
4,7,Billy Ray Cyrus,0.22606201950393487,0.1403274184360243,0.20764874330038052,False
4,7,Joey Fatone,0.18569015672558117,0.14335923413182142,0.2718588309408886,False
4,8,Ian Ziering,0.2519993509519272,0.1779282662291943,0.04866161952103043,False
4,8,Laila Ali,0.23651812704141092,0.17214885795896154,0.22073315794203563,False
4,8,Apolo Anton Ohno,0.22405009395121533,0.17472485109665897,0.17261961110627555,False
4,8,Billy Ray Cyrus,0.058201246247008565,0.04275671913777475,0.7919015291209444,True
4,8,Joey Fatone,0.2292311818084376,0.17123759552502027,0.11487001870932834,False
4,9,Ian Ziering,0.06463615436523003,0.05017049881691655,0.7512886690805979,True
4,9,Laila Ali,0.3158376670293494,0.19353039989652612,0.04999231596188303,False
4,9,Apolo Anton Ohno,0.30649583836941463,0.19018080150357086,0.04210433281632053,False
4,9,Joey Fatone,0.31303034023600557,0.18579160428441438,0.04230128207264905,False
4,10,Laila Ali,0.31924890794868116,0.2340709371327223,0.02451149930617691,False
4,10,Apolo Anton Ohno,0.33368040189400894,0.2381200039264017,0.04217213481019988,False
4,10,Joey Fatone,0.3470706901573096,0.2406977627068612,0.03476890203352212,False
5,1,Cameron Mathison,0.09095785801724161,0.07869980895420345,0.49664119531971374,False
5,1,Jane Seymour,0.08596326547606017,0.081088073906649,0.5358432350926641,False
5,1,Sabrina Bryan,0.08444897173376276,0.0775142254180997,0.485532942280688,False
5,1,Jennie Garth,0.09000351613253353,0.08110919703668908,0.43122761696275613,False
5,1,Floyd Mayweather Jr. ,0.09746922619680058,0.08143912794641388,0.4861452846052826,False
5,1,Josie Maran,0.013969354389791976,0.00991299059171764,0.9493739970153106,True
